Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
Glyma.10G094100	K11310	GTF3C4, KAT12; general transcription factor 3C polypeptide 4 [EC:2.3.1.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K11310	_
Glyma.10G094300	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]	http://www.genome.jp/dbget-bin/www_bget?ko:K01455	ko00460;ko00630;ko00910;ko01100;ko01200
Glyma.10G094400	K09529	DNAJC9; DnaJ homolog subfamily C member 9	http://www.genome.jp/dbget-bin/www_bget?ko:K09529	_
Glyma.10G094500	K08857	NEK1_4_5; NIMA (never in mitosis gene a)-related kinase 1/4/5 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08857	_
Glyma.10G094900	K03797	E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	http://www.genome.jp/dbget-bin/www_bget?ko:K03797	_
Glyma.10G095200	K02999	RPA1, POLR1A; DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K02999	ko03020
Glyma.10G095500	K13523	AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K13523	ko00561;ko00564;ko01100;ko01110;ko04072
Glyma.10G096000	K15255	PIF1; ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K15255	_
Glyma.10G096200	K06689	UBE2D, UBC4, UBC5; ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]	http://www.genome.jp/dbget-bin/www_bget?ko:K06689	ko04013;ko04120;ko04141;ko04624;ko05131
Glyma.10G097800	K03403	chlH, bchH; magnesium chelatase subunit H [EC:6.6.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K03403	ko00860;ko01100;ko01110
Glyma.10G097900	K21286	NTAQ1; protein N-terminal glutamine amidohydrolase [EC:3.5.1.122]	http://www.genome.jp/dbget-bin/www_bget?ko:K21286	_
Glyma.10G098400	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G099100	K10418	DYNLL; dynein light chain LC8-type	http://www.genome.jp/dbget-bin/www_bget?ko:K10418	ko04962;ko05132
Glyma.10G099200	K05768	GSN; gelsolin	http://www.genome.jp/dbget-bin/www_bget?ko:K05768	ko04666;ko04810;ko05203
Glyma.10G099800	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.10G099900	K03327	TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family	http://www.genome.jp/dbget-bin/www_bget?ko:K03327	_
Glyma.10G100600	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G100800	K00942	E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K00942	ko00230;ko01100
Glyma.10G101200	K23870	QUA2, TSD2; putative pectin methyltransferase [EC:2.1.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K23870	_
Glyma.10G101400	K11982	RNF115_126; E3 ubiquitin-protein ligase RNF115/126 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K11982	_
Glyma.10G102100	K16297	SCPL-II; serine carboxypeptidase-like clade II [EC:3.4.16.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K16297	_
Glyma.10G102800	K01887	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K01887	ko00970
Glyma.10G102900	K01887	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K01887	ko00970
Glyma.10G103000	K06207	typA, bipA; GTP-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06207	_
Glyma.10G103100	K13412	CPK; calcium-dependent protein kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K13412	ko04626;ko05145
Glyma.10G103200	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K01184	ko00040;ko01100
Glyma.10G104100	K00225	GLDH; L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K00225	ko00053;ko01100;ko01110
Glyma.10G104300	K16298	SCPL-IV; serine carboxypeptidase-like clade IV [EC:3.4.16.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K16298	_
Glyma.10G104501	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.10G104900	K18460	XPO7, EXP7; exportin-7	http://www.genome.jp/dbget-bin/www_bget?ko:K18460	_
Glyma.10G105100	K18460	XPO7, EXP7; exportin-7	http://www.genome.jp/dbget-bin/www_bget?ko:K18460	_
Glyma.10G105200	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	http://www.genome.jp/dbget-bin/www_bget?ko:K14674	ko00100;ko00561;ko00564;ko00565;ko00590;ko00591;ko00592;ko01100;ko01110
Glyma.10G105400	K01930	FPGS; folylpolyglutamate synthase [EC:6.3.2.17]	http://www.genome.jp/dbget-bin/www_bget?ko:K01930	ko00790;ko01100;ko01523
Glyma.10G105900	K01001	ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K01001	ko00510;ko01100
Glyma.10G106100	K03250	EIF3E, INT6; translation initiation factor 3 subunit E	http://www.genome.jp/dbget-bin/www_bget?ko:K03250	ko03013;ko05160
Glyma.10G106200	K02882	RP-L18Ae, RPL18A; large subunit ribosomal protein L18Ae	http://www.genome.jp/dbget-bin/www_bget?ko:K02882	ko03010
Glyma.10G106500	K11665	INO80, INOC1; DNA helicase INO80 [EC:3.6.4.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K11665	_
Glyma.10G106600	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	http://www.genome.jp/dbget-bin/www_bget?ko:K05349	ko00460;ko00500;ko00940;ko01100;ko01110
Glyma.10G106900	K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K01070	ko00680;ko01100;ko01120;ko01200
Glyma.10G107500	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.10G107700	K01537	ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]	http://www.genome.jp/dbget-bin/www_bget?ko:K01537	_
Glyma.10G107900	K13495	CISZOG; cis-zeatin O-glucosyltransferase [EC:2.4.1.215]	http://www.genome.jp/dbget-bin/www_bget?ko:K13495	ko00908
Glyma.10G108261	K15255	PIF1; ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K15255	_
Glyma.10G108400	K13495	CISZOG; cis-zeatin O-glucosyltransferase [EC:2.4.1.215]	http://www.genome.jp/dbget-bin/www_bget?ko:K13495	ko00908
Glyma.10G108600	K03124	TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB	http://www.genome.jp/dbget-bin/www_bget?ko:K03124	ko03022;ko05017;ko05203
Glyma.10G109000	K22883	NATA1; L-ornithine N5-acetyltransferase [EC:2.3.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K22883	_
Glyma.10G109200	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G109500	K15015	SLC32A, VGAT; solute carrier family 32 (vesicular inhibitory amino acid transporter)	http://www.genome.jp/dbget-bin/www_bget?ko:K15015	ko04721;ko04723;ko04727;ko05032;ko05033
Glyma.10G110100	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.10G110200	K14546	UTP5, WDR43; U3 small nucleolar RNA-associated protein 5	http://www.genome.jp/dbget-bin/www_bget?ko:K14546	ko03008
Glyma.10G111200	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.10G111700	K20363	YIPF5_7, YIP1; protein YIPF5/7	http://www.genome.jp/dbget-bin/www_bget?ko:K20363	_
Glyma.10G111800	K14347	SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7	http://www.genome.jp/dbget-bin/www_bget?ko:K14347	_
Glyma.10G112000	K07213	ATOX1, ATX1, copZ, golB; copper chaperone	http://www.genome.jp/dbget-bin/www_bget?ko:K07213	ko04978
Glyma.10G112400	K19985	EXOC6, SEC15; exocyst complex component 6	http://www.genome.jp/dbget-bin/www_bget?ko:K19985	_
Glyma.10G112500	K11322	EPC; enhancer of polycomb-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K11322	_
Glyma.10G112900	K13220	WBP4, FBP21; WW domain-binding protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K13220	_
Glyma.10G113100	K00384	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	http://www.genome.jp/dbget-bin/www_bget?ko:K00384	ko00450
Glyma.10G115901	K01809	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K01809	ko00051;ko00520;ko01100;ko01110;ko01130
Glyma.10G116600	K09284	AP2; AP2-like factor, euAP2 lineage	http://www.genome.jp/dbget-bin/www_bget?ko:K09284	_
Glyma.10G117100	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04564	ko04013;ko04068;ko04146;ko04211;ko04212;ko04213;ko05016
Glyma.10G117200	K01724	PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	http://www.genome.jp/dbget-bin/www_bget?ko:K01724	ko00790;ko01100
Glyma.10G118100	K06228	FU; fused [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K06228	ko04341
Glyma.10G118200	K10695	RNF1_2; E3 ubiquitin-protein ligase RNF1/2 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10695	_
Glyma.10G118567	K12181	COPS8, CSN8; COP9 signalosome complex subunit 8	http://www.genome.jp/dbget-bin/www_bget?ko:K12181	_
Glyma.10G118800	K11463	SUZ12; polycomb protein SUZ12	http://www.genome.jp/dbget-bin/www_bget?ko:K11463	_
Glyma.10G118900	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.10G119100	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.10G119567	K03549	kup; KUP system potassium uptake protein	http://www.genome.jp/dbget-bin/www_bget?ko:K03549	_
Glyma.10G119633	K03549	kup; KUP system potassium uptake protein	http://www.genome.jp/dbget-bin/www_bget?ko:K03549	_
Glyma.10G119900	K13508	GPAT; glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]	http://www.genome.jp/dbget-bin/www_bget?ko:K13508	ko00561;ko00564;ko01100;ko01110
Glyma.10G120000	K12622	LSM3; U6 snRNA-associated Sm-like protein LSm3	http://www.genome.jp/dbget-bin/www_bget?ko:K12622	ko03018;ko03040
Glyma.10G120300	K13412	CPK; calcium-dependent protein kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K13412	ko04626;ko05145
Glyma.10G120700	K16292	CEP, CYSEP; KDEL-tailed cysteine endopeptidase [EC:3.4.22.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K16292	_
Glyma.10G120900	K11838	USP7, UBP15; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K11838	ko04068;ko05169;ko05203
Glyma.10G121524	K00365	uaZ; urate oxidase [EC:1.7.3.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K00365	ko00230;ko00232;ko01100;ko01120
Glyma.10G121530	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G121536	K07195	EXOC7, EXO70; exocyst complex component 7	http://www.genome.jp/dbget-bin/www_bget?ko:K07195	ko04910;ko05132
Glyma.10G121700	K17604	ZSWIM3; zinc finger SWIM domain-containing protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K17604	_
Glyma.10G122200	K14538	NUG1, GNL3; nuclear GTP-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14538	ko03008
Glyma.10G122300	K20628	exlX; expansin	http://www.genome.jp/dbget-bin/www_bget?ko:K20628	_
Glyma.10G122600	K20628	exlX; expansin	http://www.genome.jp/dbget-bin/www_bget?ko:K20628	_
Glyma.10G123000	K04125	E1.14.11.13; gibberellin 2beta-dioxygenase [EC:1.14.11.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K04125	ko00904;ko01110
Glyma.10G123200	K11092	SNRPA1; U2 small nuclear ribonucleoprotein A'	http://www.genome.jp/dbget-bin/www_bget?ko:K11092	ko03040
Glyma.10G123400	K11269	CTF18, CHL12; chromosome transmission fidelity protein 18	http://www.genome.jp/dbget-bin/www_bget?ko:K11269	_
Glyma.10G123500	K08511	ATVAMP72; vesicle-associated membrane protein 72	http://www.genome.jp/dbget-bin/www_bget?ko:K08511	_
Glyma.10G124200	K08869	ADCK, ABC1; aarF domain-containing kinase	http://www.genome.jp/dbget-bin/www_bget?ko:K08869	_
Glyma.10G124300	K21437	ANKRD13; ankyrin repeat domain-containing protein 13	http://www.genome.jp/dbget-bin/www_bget?ko:K21437	_
Glyma.10G124500	K21437	ANKRD13; ankyrin repeat domain-containing protein 13	http://www.genome.jp/dbget-bin/www_bget?ko:K21437	_
Glyma.10G124700	K07513	ACAA1; acetyl-CoA acyltransferase 1 [EC:2.3.1.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K07513	ko00071;ko00280;ko00592;ko01040;ko01100;ko01110;ko01130;ko01212;ko03320;ko04146
Glyma.10G125000	K01728	pel; pectate lyase [EC:4.2.2.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K01728	ko00040;ko01100;ko02024
Glyma.10G125100	K01519	ITPA; inosine triphosphate pyrophosphatase [EC:3.6.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K01519	ko00230;ko00983;ko01100
Glyma.10G125900	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G126700	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.10G127000	K23541	TMEM165, GDT1; Ca2+/H+ antiporter, TMEM165/GDT1 family	http://www.genome.jp/dbget-bin/www_bget?ko:K23541	_
Glyma.10G127100	K20891	GLCAT14; beta-glucuronosyltransferase [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K20891	_
Glyma.10G127400	K00878	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]	http://www.genome.jp/dbget-bin/www_bget?ko:K00878	ko00730;ko01100
Glyma.10G127700	K11346	ING4; inhibitor of growth protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K11346	_
Glyma.10G127800	K04077	groEL, HSPD1; chaperonin GroEL	http://www.genome.jp/dbget-bin/www_bget?ko:K04077	ko03018;ko04212;ko04940;ko05134;ko05152
Glyma.10G128100	K11353	NDUFA13; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13	http://www.genome.jp/dbget-bin/www_bget?ko:K11353	ko00190;ko01100;ko04714;ko04723;ko04932;ko05010;ko05012;ko05016
Glyma.10G128400	K18010	HCAR; 7-hydroxymethyl chlorophyll a reductase [EC:1.17.7.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K18010	ko00860;ko01100;ko01110
Glyma.10G128700	K11816	YUCCA; indole-3-pyruvate monooxygenase [EC:1.14.13.168]	http://www.genome.jp/dbget-bin/www_bget?ko:K11816	ko00380;ko01100
Glyma.10G128800	K00736	MGAT2; alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.143]	http://www.genome.jp/dbget-bin/www_bget?ko:K00736	ko00510;ko00513;ko01100
Glyma.10G128866	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.10G129000	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.10G129400	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.10G132200	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.10G132300	K03320	amt, AMT, MEP; ammonium transporter, Amt family	http://www.genome.jp/dbget-bin/www_bget?ko:K03320	_
Glyma.10G133100	K02985	RP-S3e, RPS3; small subunit ribosomal protein S3e	http://www.genome.jp/dbget-bin/www_bget?ko:K02985	ko03010;ko05130;ko05132
Glyma.10G133500	K11254	H4; histone H4	http://www.genome.jp/dbget-bin/www_bget?ko:K11254	ko05034;ko05203;ko05322
Glyma.10G133700	K10599	PRPF19, PRP19; pre-mRNA-processing factor 19 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10599	ko03040;ko04120
Glyma.10G133800	K02985	RP-S3e, RPS3; small subunit ribosomal protein S3e	http://www.genome.jp/dbget-bin/www_bget?ko:K02985	ko03010;ko05130;ko05132
Glyma.10G136100	K03259	EIF4E; translation initiation factor 4E	http://www.genome.jp/dbget-bin/www_bget?ko:K03259	ko01521;ko03013;ko04066;ko04150;ko04151;ko04211;ko04910
Glyma.10G136400	K05758	ARPC2; actin related protein 2/3 complex, subunit 2	http://www.genome.jp/dbget-bin/www_bget?ko:K05758	ko04144;ko04666;ko04810;ko05100;ko05130;ko05131;ko05132
Glyma.10G136900	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01051	ko00040;ko01100;ko02020
Glyma.10G137000	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01051	ko00040;ko01100;ko02020
Glyma.10G137600	K05658	ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K05658	ko02010;ko04976;ko05206;ko05226
Glyma.10G137700	K22207	LCD; L-cysteine desulfhydrase [EC:4.4.1.28]	http://www.genome.jp/dbget-bin/www_bget?ko:K22207	ko00270;ko01100
Glyma.10G137800	K03070	secA; preprotein translocase subunit SecA [EC:7.4.2.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K03070	ko02024;ko03060;ko03070
Glyma.10G138200	K20027	ZDHHC1_11; palmitoyltransferase ZDHHC1/11 [EC:2.3.1.225]	http://www.genome.jp/dbget-bin/www_bget?ko:K20027	_
Glyma.10G138500	K14484	IAA; auxin-responsive protein IAA	http://www.genome.jp/dbget-bin/www_bget?ko:K14484	ko04075
Glyma.10G138600	K00231	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K00231	ko00860;ko01100;ko01110
Glyma.10G138800	K12126	PIF3; phytochrome-interacting factor 3	http://www.genome.jp/dbget-bin/www_bget?ko:K12126	ko04075;ko04712
Glyma.10G139000	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.10G139200	K19882	NOTUM; O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]	http://www.genome.jp/dbget-bin/www_bget?ko:K19882	ko04310
Glyma.10G139300	K08869	ADCK, ABC1; aarF domain-containing kinase	http://www.genome.jp/dbget-bin/www_bget?ko:K08869	_
Glyma.10G139500	K03768	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	http://www.genome.jp/dbget-bin/www_bget?ko:K03768	_
Glyma.10G140200	K20628	exlX; expansin	http://www.genome.jp/dbget-bin/www_bget?ko:K20628	_
Glyma.10G140700	K15030	EIF3M; translation initiation factor 3 subunit M	http://www.genome.jp/dbget-bin/www_bget?ko:K15030	_
Glyma.10G140900	K16911	DDX21; ATP-dependent RNA helicase DDX21 [EC:3.6.4.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K16911	_
Glyma.10G141000	K14360	OSTALPHA, OSTA, SLC51A1; organic solute transporter subunit alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K14360	ko04976
Glyma.10G141400	K12120	PHYA; phytochrome A	http://www.genome.jp/dbget-bin/www_bget?ko:K12120	ko04712
Glyma.10G141500	K01885	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	http://www.genome.jp/dbget-bin/www_bget?ko:K01885	ko00860;ko00970;ko01100;ko01110;ko01120
Glyma.10G141800	K04799	FEN1, RAD2; flap endonuclease-1 [EC:3.-.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K04799	ko03030;ko03410;ko03450
Glyma.10G142000	K14638	SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K14638	_
Glyma.10G142100	K19882	NOTUM; O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]	http://www.genome.jp/dbget-bin/www_bget?ko:K19882	ko04310
Glyma.10G142200	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.10G142600	K12126	PIF3; phytochrome-interacting factor 3	http://www.genome.jp/dbget-bin/www_bget?ko:K12126	ko04075;ko04712
Glyma.10G142800	K03358	APC11; anaphase-promoting complex subunit 11	http://www.genome.jp/dbget-bin/www_bget?ko:K03358	ko04110;ko04111;ko04113;ko04114;ko04120;ko04914;ko05166
Glyma.10G143500	K08245	E3.4.23.40; phytepsin [EC:3.4.23.40]	http://www.genome.jp/dbget-bin/www_bget?ko:K08245	_
Glyma.10G144200	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G144300	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K00789	ko00270;ko01100;ko01110;ko01230
Glyma.10G144502	K14007	SEC24; protein transport protein SEC24	http://www.genome.jp/dbget-bin/www_bget?ko:K14007	ko04141;ko05130
Glyma.10G144600	K03083	GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K03083	ko01521;ko04012;ko04062;ko04110;ko04150;ko04151;ko04310;ko04340;ko04341;ko04360;ko04390;ko04510;ko04550;ko04657;ko04660;ko04662;ko04711;ko04722;ko04728;ko04910;ko04916;ko04917;ko04919;ko04931;ko04932;ko04934;ko04935;ko05010;ko05131;ko05135;ko05160;ko05162;ko05163;ko05165;ko05167;ko05200;ko05210;ko05213;ko05215;ko05217;ko05224;ko05225;ko05226
Glyma.10G144700	K13152	ZMAT5; U11/U12 small nuclear ribonucleoprotein 20 kDa protein	http://www.genome.jp/dbget-bin/www_bget?ko:K13152	_
Glyma.10G144800	K01304	pcp; pyroglutamyl-peptidase [EC:3.4.19.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K01304	_
Glyma.10G145100	K07937	ARF1; ADP-ribosylation factor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K07937	ko04072;ko04144;ko05110;ko05130;ko05131;ko05132;ko05134
Glyma.10G145200	K12608	CAF16; CCR4-NOT complex subunit CAF16	http://www.genome.jp/dbget-bin/www_bget?ko:K12608	ko03018
Glyma.10G145300	K18819	GOLS; inositol 3-alpha-galactosyltransferase [EC:2.4.1.123]	http://www.genome.jp/dbget-bin/www_bget?ko:K18819	ko00052;ko01100
Glyma.10G145500	K12398	AP3M; AP-3 complex subunit mu	http://www.genome.jp/dbget-bin/www_bget?ko:K12398	ko04142
